ticker,alpha,beta,sharpe,ann_vol,ret_1m,ret_3m,ret_6m,ret_1y,momentum,ma50_score,ma200_score,composite_score,vol_trend
MSI,-0.019131103617065673,0.23917381429745133,0.24189958233503772,0.21251546729973192,-0.051686932000898134,0.12343513266556272,0.012901105905996246,,0.006771656441797986,-0.021321099082029036,0.03486441196562501,0.34368734209958174,-0.11191226459109394
RPM,-0.19936111481852234,0.9895949382586386,0.33037261226389253,0.2799743957277381,0.11646701298592443,-0.013020394927179435,-0.018812224878472894,,0.012916412392648912,0.03264645763126534,-0.0068136328459675165,0.3434432328277318,0.1422727909228787
GEHC,-0.18445134451271641,1.3378151919887429,0.6858141429326261,0.30635814331174205,0.06329284473197849,-0.09469973242035734,0.02103059877363722,,-0.020323657047020008,-0.013274034027943298,-0.02737328006609672,0.34190799861273974,0.0007296663274107829
ED,0.10303793454895632,-0.388967273235677,-0.06750429769690505,0.17300400273734592,-0.02977184259456145,0.0822320052531531,0.09433903771016272,,0.03277775747662965,-0.014061125591847561,0.07961664054510686,0.34122212394699075,-0.1312412280818709
TECH,-0.1296538977702281,1.317186614566244,0.6381543407066017,0.40557319746611853,0.16571536983605362,-0.15223425100977594,-0.0031940339000807727,,0.03997508240037185,0.056625151438449775,0.023325013362293926,0.340988797159764,-0.12606314859792445
LLY,-0.028357726246740402,0.6347149729679012,0.4074847797278801,0.3897962429941326,0.009781647648070546,-0.1010607256874122,0.1250601105233633,,-0.010617447210391802,-0.04738376497443939,0.02614887055365579,0.3408852464487479,-0.05161980509662256
COST,-0.03443867857053513,0.16208735807500738,0.07298222141329526,0.18312747854697933,0.020379247373825793,0.04651793285373684,0.0499299019075341,,0.030148302979331312,0.005021453973307392,0.05527515198535523,0.34050656983621236,-0.02703665564084956
PCG,-0.11460389324994828,0.45846296336750514,0.07419433346297663,0.27776542521272396,-0.0473576133395881,0.09692731144099764,0.040977481406291094,,0.026635920919700667,-0.03319702836845969,0.08646887020786102,0.34025572481203603,0.03855730568771332
MMM,-0.11895095875359876,1.1125129567715433,0.7650569017189373,0.27338843902028837,0.06527433899353641,-0.09267400153362093,0.01590254402189184,,-0.012257012093819079,-0.006328343235985372,-0.018185680951652787,0.34013400602216626,-0.17576704935351772
EG,-0.09881526431725438,0.38348628364802323,0.0594449381878542,0.24030135514939474,0.09888703286235523,0.10110043849472694,0.014730995440610517,,0.0639635632785798,0.06504319810315742,0.06288392845400219,0.3391333819529423,-0.06421119681406262
SWK,-0.2172565302811875,1.8009833119148142,0.7765409728265175,0.40422818390938653,0.02470545135669422,-0.14535891233899145,0.07765268946530535,,-0.04889143650478106,-0.07421904393431455,-0.023563829075247563,0.3388603222300303,0.028034121354588937
IFF,-0.14317399936248457,0.6777922012610903,0.19643281622580444,0.28877224397006673,0.11737856170811245,0.07762421169741152,0.240073745522837,,0.06628161097880922,0.02189420207804969,0.11066901987956876,0.3387856740602965,-0.08684865433742905
EXC,0.04111745812105513,-0.0839287428452743,0.0903710700572572,0.18108355082715535,-0.0452791785225648,0.07412492359742084,0.000140048692480077,,0.012084210982818934,-0.020734242481601283,0.04490266444723915,0.338685168704293,-0.147128338714816
